日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-06-30,002594,334.24,331.91,334.24,328.59,144003,4768270278.13,1.69,-0.7,-2.33,1.24
2025-07-01,002594,330.3,331.34,333.35,328.79,88518,2931303336.66,1.37,-0.17,-0.57,0.76
2025-07-02,002594,332.0,330.66,333.86,328.93,93270,3083342650.35,1.49,-0.21,-0.68,0.8
2025-07-03,002594,330.98,334.56,335.25,330.67,123498,4123732531.23,1.39,1.18,3.9,1.06
2025-07-04,002594,332.55,331.0,334.99,329.77,104104,3454495463.05,1.56,-1.06,-3.56,0.9
2025-07-07,002594,329.2,328.59,330.49,328.44,88208,2901015557.38,0.62,-0.73,-2.41,0.76
2025-07-08,002594,327.0,326.88,329.78,325.72,116918,3825413668.2,1.24,-0.52,-1.71,1.01
2025-07-09,002594,326.9,325.8,328.21,325.78,121633,3969384130.1,0.74,-0.33,-1.08,1.05
2025-07-10,002594,325.81,321.23,326.09,318.85,210022,6741345468.09,2.22,-1.4,-4.57,1.81
2025-07-11,002594,319.9,323.91,326.85,319.02,168270,5456832017.95,2.44,0.83,2.68,1.45
2025-07-14,002594,323.91,318.49,323.91,317.56,172309,5502331853.72,1.96,-1.67,-5.42,1.48
2025-07-15,002594,318.2,323.05,325.0,318.0,162791,5252631321.92,2.2,1.43,4.56,1.4
2025-07-16,002594,323.06,323.72,325.91,323.06,110758,3594544238.09,0.88,0.21,0.67,0.95
2025-07-17,002594,325.0,328.02,328.72,324.1,156891,5138610960.73,1.43,1.33,4.3,1.35
2025-07-18,002594,329.13,329.11,329.5,325.25,136866,4482466755.08,1.3,0.33,1.09,1.18
2025-07-21,002594,327.99,334.12,334.12,327.26,153945,5102459145.61,2.08,1.52,5.01,1.32
2025-07-22,002594,335.0,341.69,342.01,333.21,214164,7227731006.63,2.63,2.27,7.57,1.84
2025-07-23,002594,342.09,338.07,343.0,337.0,158907,5395840274.18,1.76,-1.06,-3.62,1.37
2025-07-24,002594,338.08,342.72,346.54,337.63,189063,6489370095.95,2.64,1.38,4.65,1.63
2025-07-25,002594,341.0,337.93,341.4,335.0,157041,5307866610.59,1.87,-1.4,-4.79,1.35
2025-07-28,002594,337.93,337.0,339.1,335.53,117057,3947000993.53,1.06,-0.28,-0.93,1.01
2025-07-29,002594,112.01,111.42,112.5,109.77,387360,4322742015.41,0.81,-66.94,-225.58,1.11
2025-07-30,002594,108.05,108.7,111.16,107.12,524834,5743878668.38,3.63,-2.44,-2.72,1.51
2025-07-31,002594,108.2,105.24,108.2,105.0,599499,6344900790.83,2.94,-3.18,-3.46,1.72
2025-08-01,002594,104.95,105.8,106.24,104.36,362337,3816659557.87,1.79,0.53,0.56,1.04
2025-08-04,002594,104.0,104.88,105.14,102.57,412937,4293903589.58,2.43,-0.87,-0.92,1.18
2025-08-05,002594,104.88,104.86,105.21,103.78,338350,3539636639.53,1.36,-0.02,-0.02,0.97
2025-08-06,002594,104.86,104.35,105.0,103.9,305620,3184784992.59,1.05,-0.49,-0.51,0.88
2025-08-07,002594,104.27,105.33,106.43,104.16,428763,4526612773.43,2.18,0.94,0.98,1.23
2025-08-08,002594,105.0,103.93,105.03,103.91,326615,3405317252.01,1.06,-1.33,-1.4,0.94
2025-08-11,002594,103.88,105.52,105.66,103.23,356698,3741329572.1,2.34,1.53,1.59,1.02
2025-08-12,002594,105.4,105.67,106.43,104.7,312195,3302639096.41,1.64,0.14,0.15,0.9
2025-08-13,002594,106.29,106.83,107.65,105.84,459830,4908744877.15,1.71,1.1,1.16,1.32
2025-08-14,002594,107.37,106.37,107.5,105.79,419548,4478119017.41,1.6,-0.43,-0.46,1.2
2025-08-15,002594,105.85,106.07,106.64,105.32,361353,3831047052.11,1.24,-0.28,-0.3,1.04
2025-08-18,002594,105.66,108.37,109.49,105.66,619252,6680761816.28,3.61,2.17,2.3,1.78
2025-08-19,002594,108.67,107.63,108.92,107.18,389735,4205349328.86,1.61,-0.68,-0.74,1.12
2025-08-20,002594,107.18,108.25,108.26,106.01,385053,4130459251.5,2.09,0.58,0.62,1.1
2025-08-21,002594,107.8,107.1,108.83,107.0,449464,4843670255.1,1.69,-1.06,-1.15,1.29
2025-08-22,002594,107.11,110.66,110.97,107.11,763120,8351469725.95,3.6,3.32,3.56,2.19
2025-08-25,002594,111.31,111.61,112.49,110.31,611628,6803182882.92,1.97,0.86,0.95,1.75
2025-08-26,002594,111.75,113.75,114.69,110.71,692916,7850511029.36,3.57,1.92,2.14,1.99
2025-08-27,002594,113.96,110.68,114.06,110.66,689747,7761766930.98,2.99,-2.7,-3.07,1.98
2025-08-28,002594,109.39,109.32,110.19,107.11,762522,8278465955.83,2.78,-1.23,-1.36,2.19
2025-08-29,002594,108.88,114.06,116.59,108.12,1144902,12973326090.99,7.75,4.34,4.74,3.28
2025-09-01,002594,108.5,109.7,111.48,108.5,1329867,14546890246.63,2.61,-3.82,-4.36,3.81
2025-09-02,002594,108.79,110.02,111.1,108.6,773224,8495472755.14,2.28,0.29,0.32,2.22
2025-09-03,002594,110.5,107.21,110.73,107.01,735223,7975948715.56,3.38,-2.55,-2.81,2.11
2025-09-04,002594,106.59,104.0,107.09,103.71,815741,8588835880.93,3.15,-2.99,-3.21,2.34
2025-09-05,002594,103.86,107.26,107.5,103.11,787524,8307907947.57,4.22,3.13,3.26,2.26
2025-09-08,002594,106.15,106.25,107.13,105.51,555923,5910440231.73,1.51,-0.94,-1.01,1.59
2025-09-09,002594,106.0,105.49,107.2,105.27,381636,4049249506.54,1.82,-0.72,-0.76,1.09
2025-09-10,002594,105.52,105.2,106.45,105.02,322369,3401353898.36,1.36,-0.27,-0.29,0.92
2025-09-11,002594,105.25,106.59,106.6,104.89,537781,5683446688.51,1.63,1.32,1.39,1.54
2025-09-12,002594,106.6,105.91,107.58,105.9,455910,4859782579.06,1.58,-0.64,-0.68,1.31
2025-09-15,002594,106.0,108.7,110.85,106.0,974804,10620465040.63,4.58,2.63,2.79,2.8
2025-09-16,002594,109.0,107.8,109.0,107.22,533160,5753437964.22,1.64,-0.83,-0.9,1.53
2025-09-17,002594,108.2,110.99,112.0,108.2,981240,10827682692.16,3.53,2.96,3.19,2.81
2025-09-18,002594,110.99,109.71,112.8,108.56,934014,10362193293.46,3.82,-1.15,-1.28,2.68
2025-09-19,002594,109.8,109.09,110.8,109.0,472977,5188176204.4,1.64,-0.57,-0.62,1.36
2025-09-22,002594,108.87,107.99,108.91,107.15,491559,5293961578.02,1.61,-1.01,-1.1,1.41
2025-09-23,002594,107.45,105.6,107.69,104.64,650963,6888232045.71,2.82,-2.21,-2.39,1.87
2025-09-24,002594,105.0,105.71,105.83,104.0,548162,5758922304.81,1.73,0.1,0.11,1.57
2025-09-25,002594,105.34,107.5,108.8,104.87,693482,7421942404.64,3.72,1.69,1.79,1.99
2025-09-26,002594,107.45,107.29,111.23,107.0,756612,8250492997.18,3.93,-0.2,-0.21,2.17
2025-09-29,002594,107.0,108.61,109.14,106.39,613984,6621874267.35,2.56,1.23,1.32,1.76
2025-09-30,002594,108.19,109.21,109.98,107.76,567756,6200518749.86,2.04,0.55,0.6,1.63
2025-10-09,002594,108.67,110.6,112.48,108.07,1008722,11196004666.78,4.04,1.27,1.39,2.89
2025-10-10,002594,110.55,107.79,110.55,107.58,590103,6420415513.32,2.69,-2.54,-2.81,1.69
2025-10-13,002594,105.0,105.69,105.98,104.1,744430,7841774365.12,1.74,-1.95,-2.1,2.13
2025-10-14,002594,106.68,105.99,109.36,105.62,767786,8244228528.63,3.54,0.28,0.3,2.2
2025-10-15,002594,106.45,107.1,107.51,105.5,475791,5063179652.06,1.9,1.05,1.11,1.36
2025-10-16,002594,107.0,106.96,109.3,106.51,523096,5628738804.39,2.61,-0.13,-0.14,1.5
2025-10-17,002594,106.6,104.43,106.63,104.26,625725,6576614911.1,2.22,-2.37,-2.53,1.79
2025-10-20,002594,105.22,104.52,105.63,104.08,355615,3721699722.1,1.48,0.09,0.09,1.02
2025-10-21,002594,104.69,104.76,105.07,104.24,299074,3133789475.42,0.79,0.23,0.24,0.86
2025-10-22,002594,104.1,103.78,104.32,103.37,357874,3715302135.68,0.91,-0.94,-0.98,1.03
2025-10-23,002594,103.3,103.69,103.73,102.0,378603,3889661810.81,1.67,-0.09,-0.09,1.09
2025-10-24,002594,103.98,103.76,104.37,103.61,305543,3173964302.23,0.73,0.07,0.07,0.88
2025-10-27,002594,104.0,104.01,104.97,103.88,345988,3607756848.47,1.05,0.24,0.25,0.99
2025-10-28,002594,104.02,103.72,104.32,103.5,265416,2755526046.73,0.79,-0.28,-0.29,0.76
2025-10-29,002594,103.73,104.52,105.18,103.0,397340,4128608368.72,2.1,0.77,0.8,1.14
2025-10-30,002594,104.0,103.61,104.86,103.5,358989,3733925602.84,1.3,-0.87,-0.91,1.03
2025-10-31,002594,101.0,100.79,101.32,100.0,637053,6418551106.33,1.27,-2.72,-2.82,1.83
2025-11-03,002594,100.79,99.6,100.99,98.5,551670,5472679664.54,2.47,-1.18,-1.19,1.58
2025-11-04,002594,99.0,97.8,99.54,97.71,435017,4274197473.75,1.84,-1.81,-1.8,1.25
2025-11-05,002594,96.66,95.8,96.66,94.73,587215,5617215879.19,1.97,-2.04,-2.0,1.68
2025-11-06,002594,95.58,97.52,97.75,95.4,402004,3897723836.01,2.45,1.8,1.72,1.15
2025-11-07,002594,97.0,97.2,98.15,96.83,322561,3145817990.54,1.35,-0.33,-0.32,0.92
2025-11-10,002594,97.35,99.39,100.35,97.35,554877,5513238812.76,3.09,2.25,2.19,1.59
2025-11-11,002594,99.5,98.71,99.78,98.14,319858,3161124109.67,1.65,-0.68,-0.68,0.92
2025-11-12,002594,98.8,97.77,98.99,97.54,260643,2555847684.22,1.47,-0.95,-0.94,0.75
2025-11-13,002594,97.01,99.83,100.5,97.01,579990,5759429263.98,3.57,2.11,2.06,1.66
2025-11-14,002594,99.0,98.71,100.5,98.33,278027,2755704874.91,2.17,-1.12,-1.12,0.8
