日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-11-14,300750,283.0,275.0,284.99,274.66,426572,11940874423.0,3.66,-2.48,-7.0,1.09
2024-11-15,300750,269.5,265.56,275.0,265.56,351983,9488134617.0,3.43,-3.43,-9.44,0.9
2024-11-18,300750,265.56,262.92,270.95,261.0,306500,8135717135.0,3.75,-0.99,-2.64,0.79
2024-11-19,300750,262.02,268.72,272.0,258.0,348129,9211079120.0,5.32,2.21,5.8,0.89
2024-11-20,300750,266.95,267.55,269.9,264.6,227088,6060616028.0,1.97,-0.44,-1.17,0.58
2024-11-21,300750,265.66,268.26,271.43,263.66,205508,5510533650.0,2.9,0.27,0.71,0.53
2024-11-22,300750,267.93,259.1,269.0,258.88,225551,5937579845.0,3.77,-3.41,-9.16,0.58
2024-11-25,300750,263.06,264.1,266.56,261.18,262391,6923644963.0,2.08,1.93,5.0,0.67
2024-11-26,300750,261.57,256.72,263.97,255.66,273604,7076484876.0,3.15,-2.79,-7.38,0.7
2024-11-27,300750,254.7,259.9,260.9,251.47,274007,7033615361.0,3.67,1.24,3.18,0.7
2024-11-28,300750,259.2,254.7,259.53,253.5,223556,5728197559.0,2.32,-2.0,-5.2,0.57
2024-11-29,300750,251.23,261.24,267.99,251.23,313663,8192074188.0,6.58,2.57,6.54,0.8
2024-12-02,300750,258.64,262.19,263.55,257.21,206475,5387882833.0,2.43,0.36,0.95,0.53
2024-12-03,300750,261.0,261.84,262.99,259.0,173108,4514867561.0,1.52,-0.13,-0.35,0.44
2024-12-04,300750,260.0,258.97,262.0,257.5,161814,4186965339.0,1.72,-1.1,-2.87,0.41
2024-12-05,300750,257.99,256.0,258.95,255.01,160216,4109014221.0,1.52,-1.15,-2.97,0.41
2024-12-06,300750,256.0,266.55,269.9,255.0,330381,8719647873.0,5.82,4.12,10.55,0.85
2024-12-09,300750,266.99,268.05,269.66,264.41,224561,6005103478.0,1.97,0.56,1.5,0.58
2024-12-10,300750,281.28,270.57,281.5,269.33,329044,9035442039.0,4.54,0.94,2.52,0.84
2024-12-11,300750,273.96,267.1,279.5,266.52,194008,5262014871.0,4.8,-1.28,-3.47,0.5
2024-12-12,300750,265.9,273.71,275.38,265.2,223295,6055502392.0,3.81,2.47,6.61,0.57
2024-12-13,300750,269.88,267.03,272.0,266.0,283164,7596460114.0,2.19,-2.44,-6.68,0.73
2024-12-16,300750,266.22,267.2,269.5,264.05,162575,4333963457.0,2.04,0.06,0.17,0.42
2024-12-17,300750,267.0,273.8,278.0,266.54,282146,7746201690.0,4.29,2.47,6.6,0.72
2024-12-18,300750,274.31,271.41,274.73,270.31,150853,4110472402.0,1.61,-0.87,-2.39,0.39
2024-12-19,300750,269.26,269.79,272.35,266.62,153460,4137668599.0,2.11,-0.6,-1.62,0.39
2024-12-20,300750,269.79,262.71,270.8,260.32,277401,7313368050.0,3.88,-2.62,-7.08,0.71
2024-12-23,300750,262.71,263.5,268.88,262.71,206394,5482614221.0,2.35,0.3,0.79,0.53
2024-12-24,300750,263.0,268.23,268.25,263.0,196154,5229920631.0,1.99,1.8,4.73,0.5
2024-12-25,300750,268.91,267.97,270.91,266.26,114138,3058526680.0,1.73,-0.1,-0.26,0.29
2024-12-26,300750,267.2,261.25,267.2,261.0,224438,5898437344.0,2.31,-2.51,-6.72,0.58
2024-12-27,300750,260.57,262.0,263.42,255.0,243519,6338085456.0,3.22,0.29,0.75,0.62
2024-12-30,300750,260.88,266.58,267.5,260.51,226314,6013633016.0,2.67,1.75,4.58,0.58
2024-12-31,300750,265.09,266.0,270.5,265.09,249340,6694555730.0,2.03,-0.22,-0.58,0.64
2025-01-02,300750,266.25,258.78,266.3,257.0,233546,6090661831.0,3.5,-2.71,-7.22,0.6
2025-01-03,300750,258.78,257.63,263.0,257.21,185238,4812148522.0,2.24,-0.44,-1.15,0.47
2025-01-06,300750,258.0,256.75,260.0,253.0,172891,4433101113.0,2.72,-0.34,-0.88,0.44
2025-01-07,300750,243.0,249.45,252.0,241.08,401036,9934923663.0,4.25,-2.84,-7.3,1.03
2025-01-08,300750,245.99,245.34,248.31,243.32,271858,6681628785.0,2.0,-1.65,-4.11,0.7
2025-01-09,300750,241.35,247.33,250.25,241.16,169329,4168600175.0,3.71,0.81,1.99,0.43
2025-01-10,300750,246.5,246.0,249.95,244.68,147294,3643092329.0,2.13,-0.54,-1.33,0.38
2025-01-13,300750,243.5,246.91,250.0,242.0,180922,4467775090.0,3.25,0.37,0.91,0.46
2025-01-14,300750,247.71,256.2,257.0,245.21,202467,5108567634.0,4.78,3.76,9.29,0.52
2025-01-15,300750,256.2,250.87,256.4,249.67,150627,3798504600.0,2.63,-2.08,-5.33,0.39
2025-01-16,300750,252.0,249.93,254.6,248.26,161884,4056598313.0,2.53,-0.37,-0.94,0.41
2025-01-17,300750,248.5,251.5,253.5,248.08,111066,2786220135.0,2.17,0.63,1.57,0.28
2025-01-20,300750,256.5,265.52,267.61,256.31,342835,9048642227.0,4.49,5.57,14.02,0.88
2025-01-21,300750,268.5,264.18,268.76,263.22,138933,3681448144.0,2.09,-0.5,-1.34,0.36
2025-01-22,300750,262.0,258.0,264.9,254.21,250407,6440345376.0,4.05,-2.34,-6.18,0.64
2025-01-23,300750,259.85,257.5,262.5,256.98,165537,4291744662.0,2.14,-0.19,-0.5,0.42
2025-01-24,300750,256.01,260.62,264.78,256.01,224398,5876198259.0,3.41,1.21,3.12,0.58
2025-01-27,300750,260.63,257.0,262.97,257.0,171026,4460049868.0,2.29,-1.39,-3.62,0.44
2025-02-05,300750,260.0,252.12,262.0,251.05,240481,6141794779.0,4.26,-1.9,-4.88,0.62
2025-02-06,300750,251.0,253.1,253.49,249.2,248961,6261792979.0,1.7,0.39,0.98,0.64
2025-02-07,300750,257.0,261.28,262.56,251.62,344413,8922582684.0,4.32,3.23,8.18,0.88
2025-02-10,300750,261.28,258.45,261.47,255.18,229267,5928297100.0,2.41,-1.08,-2.83,0.59
2025-02-11,300750,260.44,251.8,260.5,251.06,247920,6268157349.0,3.65,-2.57,-6.65,0.64
2025-02-12,300750,250.01,255.3,256.0,247.08,273822,6902713445.0,3.54,1.39,3.5,0.7
2025-02-13,300750,255.99,261.39,263.99,255.1,375350,9803005760.0,3.48,2.39,6.09,0.96
2025-02-14,300750,261.53,269.71,273.0,261.53,387800,10409880413.0,4.39,3.18,8.32,0.99
2025-02-17,300750,274.9,269.4,274.9,266.02,241830,6513084025.0,3.29,-0.11,-0.31,0.62
2025-02-18,300750,272.96,270.77,275.5,269.0,238458,6497674092.0,2.41,0.51,1.37,0.61
2025-02-19,300750,268.57,273.55,276.0,268.55,204455,5580141095.0,2.75,1.03,2.78,0.52
2025-02-20,300750,272.8,270.2,272.8,267.0,195890,5267400818.0,2.12,-1.22,-3.35,0.5
2025-02-21,300750,268.58,275.55,276.88,267.78,309519,8443562273.0,3.37,1.98,5.35,0.79
2025-02-24,300750,273.01,271.5,274.7,268.16,277538,7510840227.0,2.37,-1.47,-4.05,0.71
2025-02-25,300750,267.48,269.48,274.0,264.51,232094,6243748571.0,3.5,-0.74,-2.02,0.59
2025-02-26,300750,271.45,268.62,272.88,267.18,211731,5698649749.0,2.12,-0.32,-0.86,0.54
2025-02-27,300750,270.27,270.0,271.7,267.67,231851,6250587949.0,1.5,0.51,1.38,0.59
2025-02-28,300750,269.6,264.3,271.31,263.61,222655,5935077344.0,2.85,-2.11,-5.7,0.57
2025-03-03,300750,265.0,273.53,279.3,262.24,387364,10603328988.0,6.45,3.49,9.23,0.99
2025-03-04,300750,270.0,263.0,271.0,262.73,268365,7115460892.0,3.02,-3.85,-10.53,0.69
2025-03-05,300750,263.0,260.99,263.89,258.5,208696,5438997025.0,2.05,-0.76,-2.01,0.53
2025-03-06,300750,262.25,264.31,265.53,261.0,250273,6601078271.0,1.74,1.27,3.32,0.64
2025-03-07,300750,262.96,260.76,263.58,258.68,222871,5812794648.0,1.85,-1.34,-3.55,0.57
2025-03-10,300750,261.8,256.5,261.86,253.61,286751,7355227161.0,3.16,-1.63,-4.26,0.73
2025-03-11,300750,253.07,255.2,255.5,253.05,171351,4355529582.0,0.96,-0.51,-1.3,0.44
2025-03-12,300750,256.01,254.5,256.62,251.49,199147,5058919203.0,2.01,-0.27,-0.7,0.51
2025-03-13,300750,254.0,253.22,259.2,253.0,168852,4316530458.0,2.44,-0.5,-1.28,0.43
2025-03-14,300750,253.0,262.0,264.85,252.65,351089,9148092796.0,4.82,3.47,8.78,0.9
2025-03-17,300750,263.1,256.0,265.47,255.74,335155,8685706367.0,3.71,-2.29,-6.0,0.86
2025-03-18,300750,258.0,257.0,260.78,255.5,225767,5817534421.0,2.06,0.39,1.0,0.58
2025-03-19,300750,257.2,265.39,266.97,256.78,369541,9737109378.0,3.96,3.26,8.39,0.95
2025-03-20,300750,265.39,262.15,266.5,261.02,144247,3794188019.0,2.06,-1.22,-3.24,0.37
2025-03-21,300750,262.68,256.0,264.53,255.67,194320,5026360931.0,3.38,-2.35,-6.15,0.5
2025-03-24,300750,257.7,258.16,258.98,256.28,167302,4311680872.0,1.05,0.84,2.16,0.43
2025-03-25,300750,257.71,259.48,260.0,255.29,127858,3303477319.0,1.82,0.51,1.32,0.33
2025-03-26,300750,259.4,256.92,262.7,256.7,129046,3336108307.0,2.31,-0.99,-2.56,0.33
2025-03-27,300750,256.19,258.88,262.8,254.25,141792,3675726420.0,3.33,0.76,1.96,0.36
2025-03-28,300750,256.11,256.8,258.88,255.8,112421,2888588257.0,1.19,-0.8,-2.08,0.29
2025-03-31,300750,256.06,252.94,257.98,252.12,194634,4951863265.0,2.28,-1.5,-3.86,0.5
2025-04-01,300750,252.94,249.06,254.5,248.58,194162,4862442756.0,2.34,-1.53,-3.88,0.5
2025-04-02,300750,250.2,249.14,252.46,247.56,137321,3433096886.0,1.97,0.03,0.08,0.35
2025-04-03,300750,245.0,243.08,247.7,242.55,232816,5693962717.0,2.07,-2.43,-6.06,0.6
2025-04-07,300750,226.09,215.22,230.0,209.11,723646,15811389636.0,8.59,-11.46,-27.86,1.85
2025-04-08,300750,219.95,219.05,225.0,216.4,476594,10471952816.0,4.0,1.78,3.83,1.22
2025-04-09,300750,212.92,211.39,218.75,210.09,536023,11459705354.0,3.95,-3.5,-7.66,1.37
2025-04-10,300750,221.0,217.98,222.79,215.46,372741,8168675412.0,3.47,3.12,6.59,0.96
2025-04-11,300750,216.0,224.0,225.55,214.7,302991,6696905324.0,4.98,2.76,6.02,0.78
2025-04-14,300750,227.15,224.0,228.0,222.68,206965,4642121045.0,2.38,0.0,0.0,0.53
2025-04-15,300750,226.0,228.15,230.45,225.12,266865,6087451729.0,2.38,1.85,4.15,0.68
2025-04-16,300750,227.0,224.89,227.18,221.55,216551,4838764472.0,2.47,-1.43,-3.26,0.55
2025-04-17,300750,223.0,226.0,227.33,222.22,157377,3551280611.0,2.27,0.49,1.11,0.4
2025-04-18,300750,225.21,225.46,226.5,223.66,115128,2588857714.0,1.26,-0.24,-0.54,0.3
2025-04-21,300750,225.46,231.36,235.0,224.18,220082,5088523082.0,4.8,2.62,5.9,0.56
2025-04-22,300750,230.0,230.69,231.16,227.2,169354,3885729764.0,1.71,-0.29,-0.67,0.43
2025-04-23,300750,235.0,233.35,238.75,233.0,191980,4507058716.0,2.49,1.15,2.66,0.49
2025-04-24,300750,234.5,236.87,238.66,232.25,181554,4297351278.0,2.75,1.51,3.52,0.47
2025-04-25,300750,237.2,236.6,237.92,235.09,127620,3016796564.0,1.19,-0.11,-0.27,0.33
2025-04-28,300750,238.25,234.85,238.26,233.2,143124,3357178149.0,2.14,-0.74,-1.75,0.37
2025-04-29,300750,234.0,232.03,234.8,230.72,167424,3892978723.0,1.74,-1.2,-2.82,0.43
2025-04-30,300750,233.05,231.5,234.38,231.5,156328,3635403837.0,1.24,-0.23,-0.53,0.4
2025-05-06,300750,233.91,231.63,236.3,231.2,196877,4591289270.0,2.2,0.06,0.13,0.5
2025-05-07,300750,236.45,238.61,240.88,236.08,312810,7444719326.0,2.07,3.01,6.98,0.8
2025-05-08,300750,239.49,244.57,248.68,237.98,312856,7666995082.0,4.48,2.5,5.96,0.8
2025-05-09,300750,246.07,248.27,249.77,244.65,236933,5858468263.0,2.09,1.51,3.7,0.61
2025-05-12,300750,255.0,257.0,257.99,253.0,302315,7731591601.0,2.01,3.52,8.73,0.77
2025-05-13,300750,262.0,258.77,262.0,255.02,204806,5281511474.0,2.72,0.69,1.77,0.52
2025-05-14,300750,258.77,262.6,264.46,256.01,231463,6020688165.0,3.27,1.48,3.83,0.59
2025-05-15,300750,262.62,260.18,262.87,259.6,141119,3685574613.0,1.25,-0.92,-2.42,0.36
2025-05-16,300750,259.14,259.36,261.73,257.73,189001,4904611047.0,1.54,-0.32,-0.82,0.48
2025-05-19,300750,260.5,260.0,260.54,257.27,169740,4399897902.0,1.26,0.25,0.64,0.43
2025-05-20,300750,264.44,263.0,265.5,255.2,346424,9053425367.0,3.96,1.15,3.0,0.89
2025-05-21,300750,266.99,274.08,279.99,265.8,565245,15470587405.0,5.4,4.21,11.08,1.45
2025-05-22,300750,277.8,270.37,277.94,268.27,276081,7470701466.0,3.53,-1.35,-3.71,0.71
2025-05-23,300750,271.01,266.99,274.0,266.95,230004,6218224096.0,2.61,-1.25,-3.38,0.59
2025-05-26,300750,265.0,255.9,266.38,252.9,330122,8477228630.0,5.05,-4.15,-11.09,0.85
2025-05-27,300750,255.89,253.99,257.21,252.39,176680,4491281265.0,1.88,-0.75,-1.91,0.45
2025-05-28,300750,255.61,253.6,258.27,253.32,154563,3946773465.0,1.95,-0.15,-0.39,0.4
2025-05-29,300750,253.0,251.85,253.98,249.0,217883,5487937547.0,1.96,-0.69,-1.75,0.56
2025-05-30,300750,250.9,250.0,252.65,247.47,204337,5107325147.0,2.06,-0.73,-1.85,0.52
2025-06-03,300750,252.0,251.15,253.9,250.44,158412,3989341996.0,1.38,0.46,1.15,0.41
2025-06-04,300750,252.5,251.05,253.6,250.7,130402,3285855858.0,1.15,-0.04,-0.1,0.33
2025-06-05,300750,251.36,251.5,252.44,248.27,135259,3386751734.0,1.66,0.18,0.45,0.35
2025-06-06,300750,252.0,248.88,253.33,248.5,165515,4138221069.0,1.92,-1.04,-2.62,0.42
2025-06-09,300750,248.88,245.58,250.88,245.5,185498,4593124638.0,2.16,-1.33,-3.3,0.48
2025-06-10,300750,245.0,243.14,246.86,242.22,139325,3406606343.0,1.89,-0.99,-2.44,0.36
2025-06-11,300750,246.09,250.5,252.44,244.8,279934,7006354612.0,3.14,3.03,7.36,0.72
